,OBJECTID,Shape,shape_id,route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_color,route_type_text,whole_route_length_km,jlm_route_length_km,percent_inside_jlm,Shape_Length,routeid,Direction,Alternative
102,103,"(35.23090323952816, 31.75346549891784)",124413,15125,51,203,אלמשאהד/נחל דרגה-ירושלים<->מסוף הנביאים/הורדה-ירושלים-2#,14203-2-#,3,,Bus,10.470000267028809,10.470000267028809,1.0,0.10468720111357643,14203,2,#
103,104,"(35.235606136337225, 31.75346560215639)",124415,15127,51,204,מונטאר-ירושלים<->מסוף הנביאים/הורדה-ירושלים-2#,13204-2-#,3,,Bus,9.670000076293945,8.739999771118164,0.9038262367248535,0.09665849239300675,13204,2,#
104,105,"(35.23240443573304, 31.756800755379846)",124756,29620,16,82,מסוף נוף ציון-ירושלים<->מסוף נוף ציון-ירושלים-30,58082-3-0,3,,Bus,8.640000343322754,8.640000343322754,1.0,0.08644164263869575,58082,3,0
105,106,"(35.20180476562549, 31.81126347229708)",124759,29617,16,136,שמואל הנביא/זקס-ירושלים<->קבר שמואל הנביא-מטה בנימין-10,14136-1-0,3,,Bus,7.269999980926514,5.820000171661377,0.8005502223968506,0.0726797487817522,14136,1,0
106,107,"(35.20178061136329, 31.81112511201038)",124760,29618,16,136,קבר שמואל הנביא-מטה בנימין<->זקס/שמואל הנביא-ירושלים-20,14136-2-0,3,,Bus,7.329999923706055,5.869999885559082,0.8008185625076294,0.0732945124821168,14136,2,0
107,108,"(35.231193014699414, 31.762024000615206)",124761,29623,16,882,מסוף נוף ציון-ירושלים<->הרובע היהודי/חב''ד-ירושלים-10,11882-1-0,3,FF9933,Bus,6.369999885559082,6.369999885559082,1.0,0.06373037060666144,11882,1,0
108,109,"(35.23128769461819, 31.761661747182753)",124762,29624,16,882,מסוף נוף ציון-ירושלים<->הרובע היהודי/חב''ד-ירושלים-11,11882-1-1,3,FF9933,Bus,5.690000057220459,5.690000057220459,1.0,0.05688297310893065,11882,1,1
109,110,"(35.23044721713139, 31.761570840207597)",124763,29625,16,882,הכותל המערבי-ירושלים<->מסוף נוף ציון-ירושלים-20,11882-2-0,3,FF9933,Bus,7.579999923706055,7.579999923706055,1.0,0.07580732544582285,11882,2,0
110,111,"(35.20137874250104, 31.81226730482209)",124986,20876,3,860,מנחת יצחק/בית יעקב-ירושלים<->הקונגרס הציוני/גולדה-ירושלים-2#,14860-2-#,3,FF9933,Bus,9.960000038146973,9.800000190734863,0.9839357733726501,0.09963494865403452,14860,2,#
111,112,"(35.2031045112766, 31.80427392485222)",125449,16011,3,811,רקאנטי/המשורר אצ''ג-ירושלים<->מלכי ישראל/תחכמוני-ירושלים-1י,12811-1-י,3,FF9933,Bus,7.71999979019165,7.71999979019165,1.0,0.07721897555529669,12811,1,י
112,113,"(35.204317027805295, 31.807729835168114)",125450,16012,3,811,מינץ/רובין-ירושלים<->מלכי ישראל/תחכמוני-ירושלים-1ע,12811-1-ע,3,FF9933,Bus,9.149999618530273,9.149999618530273,1.0,0.09154071327698667,12811,1,ע
113,114,"(35.20345528517336, 31.806239664124405)",125451,16013,3,811,הרא''ה/ולנשטיין-ירושלים<->מלכי ישראל/תחכמוני-ירושלים-1ר,12811-1-ר,3,FF9933,Bus,7.869999885559082,7.869999885559082,1.0,0.0787426835553313,12811,1,ר
114,115,"(35.214626944525335, 31.794739991835485)",125468,19169,3,970,בר אילן/רבנו גרשום-ירושלים<->ירמיהו/מנחת יצחק-ירושלים-1#,11970-1-#,3,FF9933,Bus,4.760000228881836,4.760000228881836,1.0,0.04763313900410668,11970,1,#
115,116,"(35.19957696826407, 31.809805843361165)",125626,26291,38,756,רקאנטי/המשורר אצ''ג-ירושלים<->הרב מנחם בצרי/שדרות גולדה מאיר-ירושלים-18,10756-1-8,3,FF9933,Bus,5.039999961853027,5.039999961853027,1.0,0.050379993391957596,10756,1,8
116,117,"(35.19875178286865, 31.813747342778505)",125627,26292,38,756,מירסקי/מינץ-ירושלים<->הרב מנחם בצרי/שדרות גולדה מאיר-ירושלים-19,10756-1-9,3,FF9933,Bus,5.829999923706055,5.829999923706055,1.0,0.0582797672226348,10756,1,9
117,118,"(35.20155688669464, 31.812347664449277)",125628,26225,38,757,הרא''ה/שדרות גולדה מאיר-ירושלים<->הרב מנחם בצרי/שדרות גולדה מאיר-ירושלים-19,10757-1-9,3,FF9933,Bus,5.210000038146973,5.210000038146973,1.0,0.052149488242999247,10757,1,9
118,119,"(35.20321624795314, 31.812158385796675)",125629,26226,38,757,הרב מנחם בצרי/שדרות גולדה מאיר-ירושלים<->מינץ/רובין-ירושלים-29,10757-2-9,3,FF9933,Bus,7.5,7.5,1.0,0.07498158576232376,10757,2,9
119,120,"(35.202455700266384, 31.813397311508776)",125630,26293,38,758,מינץ/רובין-ירושלים<->הרב מנחם בצרי/שדרות גולדה מאיר-ירושלים-19,10758-1-9,3,FF9933,Bus,5.650000095367432,5.650000095367432,1.0,0.05652368205534718,10758,1,9
120,121,"(35.199185530735775, 31.812793285708008)",125631,26227,38,758,הרב מנחם בצרי/שדרות גולדה מאיר-ירושלים<->מסוף אגד/מירסקי-ירושלים-29,10758-2-9,3,FF9933,Bus,8.789999961853027,8.680000305175781,0.9874858260154724,0.08790363436692576,10758,2,9
121,122,"(35.21174304552282, 31.8066479895151)",125632,26233,3,763,הרב בצלאל זולטי-ירושלים<->הרב מנחם בצרי/שדרות גולדה מאיר-ירושלים-19,10763-1-9,3,FF9933,Bus,4.980000019073486,4.980000019073486,1.0,0.049821308666424764,10763,1,9
122,123,"(35.21400582667666, 31.80704420429498)",125633,26234,3,763,הרב מנחם בצרי/שדרות גולדה מאיר-ירושלים<->אגרות משה/חזון אי''ש-ירושלים-29,10763-2-9,3,FF9933,Bus,7.670000076293945,7.670000076293945,1.0,0.07673175894479801,10763,2,9
123,124,"(35.201630734631955, 31.808364829662565)",125635,26237,38,765,הרב מנחם בצרי/שדרות גולדה מאיר-ירושלים<->רקאנטי/המשורר אצ''ג-ירושלים-29,10765-2-9,3,FF9933,Bus,5.940000057220459,5.940000057220459,1.0,0.05942330158605449,10765,2,9
124,125,"(35.18590822428999, 31.788983053842127)",125636,26222,3,754,רוזנטל/כנפי נשרים-ירושלים<->שפע חיים/שדרות גולדה מאיר-ירושלים-19,10754-1-9,3,FF9933,Bus,9.479999542236328,9.479999542236328,1.0,0.09481262493498058,10754,1,9
125,126,"(35.22733042987628, 31.819177732032614)",125638,26228,3,760,הרב פרדס/אסטורה-ירושלים<->הרב מנחם בצרי/שדרות גולדה מאיר-ירושלים-18,10760-1-8,3,FF9933,Bus,10.949999809265137,10.550000190734863,0.9634703397750854,0.1094561856495028,10760,1,8
126,127,"(35.22906446837383, 31.82038072014685)",125639,26229,3,760,הרב ש''י זווין/הרב וינוגרד-ירושלים<->הרב מנחם בצרי/שדרות גולדה מאיר-ירושלים-19,10760-1-9,3,FF9933,Bus,11.760000228881836,11.760000228881836,1.0,0.1175840383897265,10760,1,9
127,128,"(35.22920544402962, 31.82032769765279)",125640,26230,3,760,הרב מנחם בצרי/שדרות גולדה מאיר-ירושלים<->וינוגרד/זווין-ירושלים-29,10760-2-9,3,FF9933,Bus,13.130000114440918,12.770000457763672,0.9725819230079651,0.1313103067332717,10760,2,9
128,129,"(35.21415459212611, 31.808106438311697)",125641,26231,3,762,חזון איש/מסוף רמת שלמה-ירושלים<->הרב מנחם בצרי/שדרות גולדה מאיר-ירושלים-19,10762-1-9,3,FF9933,Bus,7.309999942779541,7.309999942779541,1.0,0.07305459782363408,10762,1,9
129,130,"(35.21400582667666, 31.80704420429498)",125642,26232,3,762,הרב מנחם בצרי/שדרות גולדה מאיר-ירושלים<->אגרות משה/חזון אי''ש-ירושלים-29,10762-2-9,3,FF9933,Bus,7.670000076293945,7.670000076293945,1.0,0.07673175894479801,10762,2,9
130,131,"(35.20132565174549, 31.811665404969318)",125706,19146,3,971,הקונגרס הציוני/רקאנטי-ירושלים<->ירמיהו/מנחת יצחק-ירושלים-1#,11971-1-#,3,FF9933,Bus,11.460000038146973,11.350000381469727,0.9904014468193054,0.11456112725193751,11971,1,#
131,132,"(35.24398597785276, 31.76285622631216)",126171,30712,45,206,מסוף סולטאן סולימאן-ירושלים<->תחנה מרכזית סולטן סולימאן/רחוב סולטן סולימאן-ירושלים-30,11206-3-0,3,,Bus,14.359999656677246,14.359999656677246,1.0,0.14356610526880415,11206,3,0
132,133,"(35.243885613760355, 31.763054586031092)",126172,30713,45,206,חי אלמדארס/ג'אמע אל זאוויה-ירושלים<->שייח סעד   א-ירושלים-31,11206-3-1,3,,Bus,14.430000305175781,14.430000305175781,1.0,0.1442784117900058,11206,3,1
133,134,"(35.243992740380854, 31.76287317330757)",126173,30714,45,205,מסוף סולטאן סולימאן-ירושלים<->תחנה מרכזית סולטן סולימאן/רחוב סולטן סולימאן-ירושלים-30,12205-3-0,3,,Bus,14.319999694824219,14.319999694824219,1.0,0.1432386554729199,12205,3,0
134,135,"(35.24348353508211, 31.764987761471478)",126174,30715,45,205,הדרך האמריקאית/אל ח'ולפאא אלראשדין-ירושלים<->חי אלמדארס/סרור-ירושלים-31,12205-3-1,3,,Bus,13.1899995803833,13.1899995803833,1.0,0.13187119070621073,12205,3,1
135,136,"(35.2206820432713, 31.784596267009174)",126226,10378,3,1,תחנה תפעולית/ביטוח לאומי-ירושלים<->הכותל המערבי-ירושלים-1#,34001-1-#,3,,Bus,6.659999847412109,6.659999847412109,1.0,0.06664375736080196,34001,1,#
136,137,"(35.195411960213136, 31.760563058531506)",126262,5882,3,106,אריה דולצ'ין/יעקב צור-ירושלים<->ת. מרכזית ירושלים/יפו-ירושלים-2#,10106-2-#,3,9933FF,Bus,20.579999923706055,20.579999923706055,1.0,0.20584003757765507,10106,2,#
137,138,"(35.222858053879904, 31.748406640788787)",126263,5883,3,107,מסוף אגד/קורן-ירושלים<->ת. מרכזית ירושלים/יפו-ירושלים-1#,10107-1-#,3,9933FF,Bus,20.8700008392334,20.8700008392334,1.0,0.20867551277048618,10107,1,#
138,139,"(35.2159266876288, 31.766418294334)",126265,30784,16,163,תחנה תפעולית/ביטוח לאומי-ירושלים<->קבר רחל-ירושלים-10,10163-1-0,3,,Bus,12.34000015258789,12.069999694824219,0.9781199097633362,0.12344877219723015,10163,1,0
139,140,"(35.21658715297612, 31.761683562972905)",126266,30785,16,163,קבר רחל-ירושלים<->בנייני האומה/הנשיא השישי-ירושלים-20,10163-2-0,3,,Bus,10.5600004196167,10.329999923706055,0.9782196283340454,0.10557274653113216,10163,2,0
140,141,"(35.22115633966103, 31.818841527743523)",126268,5992,38,740,הרב ש''י זווין/הרב וינוגרד-ירושלים<->ולנשטיין/קהילת אונגוואר-ירושלים-1#,10740-1-#,3,FF9933,Bus,17.959999084472656,17.450000762939453,0.9716036319732666,0.17956946864864914,10740,1,#
141,142,"(35.19414840838667, 31.795983745802253)",126269,5994,3,741,הפסגה/שד' הרצל-ירושלים<->ולנשטיין/קהילת אונגוואר-ירושלים-1#,10741-1-#,3,FF9933,Bus,14.390000343322754,14.279999732971191,0.9923557639122009,0.1438998144599594,10741,1,#
142,143,"(35.23824640551109, 31.776659675378408)",126272,30787,16,746,הכותל המערבי-ירושלים<->מעלה הזיתים-ירושלים-20,10746-2-0,3,FF9933,Bus,1.9299999475479126,1.9299999475479126,1.0,0.019269673904509337,10746,2,0
143,144,"(35.19738594871001, 31.78543394463694)",126273,6050,3,781,הפסגה/שד' הרצל-ירושלים<->דרוק/קהילות יעקב-ירושלים-1#,10781-1-#,3,FF9933,Bus,11.350000381469727,11.350000381469727,1.0,0.11354604841229185,10781,1,#
144,145,"(35.198074437392066, 31.787371334797722)",126274,6051,3,781,דרוק/קהילות יעקב-ירושלים<->בית וגן/עוזיאל-ירושלים-2#,10781-2-#,3,FF9933,Bus,11.84000015258789,11.84000015258789,1.0,0.11842237344223308,10781,2,#
145,146,"(35.23374719302985, 31.805321980999796)",126275,5875,3,103,האומן/ברעם-ירושלים<->מסוף אגד/הרב פרדס-ירושלים-1#,11103-1-#,3,9933FF,Bus,21.739999771118164,21.360000610351562,0.9825207591056824,0.21740991082780792,11103,1,#
146,147,"(35.20064956782422, 31.794310487401766)",126276,31820,16,823,הפסגה/שד' הרצל-ירושלים<->אגרות משה/חזון אי''ש-ירושלים-20,11823-2-0,3,FF9933,Bus,14.960000038146973,14.960000038146973,1.0,0.1496035630842241,11823,2,0
147,148,"(35.20013299508351, 31.78650290448891)",126277,31822,16,824,הפסגה/שד' הרצל-ירושלים<->מעגלי הרי''ם לוין/מבוא פתיה-ירושלים-20,11824-2-0,3,FF9933,Bus,10.430000305175781,10.430000305175781,1.0,0.10426368616955975,11824,2,0
148,149,"(35.19738903631094, 31.79117563421845)",126284,19152,3,972,מסוף הר נוף/כנפי נשרים-ירושלים<->ירמיהו/מנחת יצחק-ירושלים-1#,11972-1-#,3,FF9933,Bus,4.289999961853027,4.289999961853027,1.0,0.04293176655983147,11972,1,#
149,150,"(35.22382546169909, 31.79439422263329)",126285,5499,3,22,ברעם/האומן-ירושלים<->מסוף 700/שד' נווה יעקב-ירושלים-1#,12022-1-#,3,,Bus,17.719999313354492,17.719999313354492,1.0,0.17715003764605192,12022,1,#
150,151,"(35.20810613942522, 31.76305676545162)",126286,5500,3,22א,ברעם/האומן-ירושלים<->הנביאים/הרב קוק-ירושלים-1א,12022-1-א,3,,Bus,7.360000133514404,7.360000133514404,1.0,0.07363148129243771,12022,1,א
151,152,"(35.19298246979726, 31.778412019696002)",126299,12376,3,50,מכללה להנדסה ירושלים-ירושלים<->מכללה להנדסה ירושלים-ירושלים-3#,12050-3-#,3,,Bus,13.069999694824219,13.069999694824219,1.0,0.13070501178235658,12050,3,#
152,153,"(35.19489405778198, 31.80053903239314)",126309,16027,3,821,הפסגה/שד' הרצל-ירושלים<->יגאל אלון/שדרות גולדה מאיר-ירושלים-2#,12821-2-#,3,FF9933,Bus,18.549999237060547,18.3799991607666,0.9908355474472046,0.1855178532432854,12821,2,#
153,154,"(35.199767699923925, 31.781064798020964)",126324,26936,3,42,מסוף הר הצופים/בנימין מזר-ירושלים<->כניסה ראשית/הדסה עין כרם-ירושלים-1ז,13042-1-ז,3,,Bus,20.010000228881836,20.010000228881836,1.0,0.20006882798297826,13042,1,ז
154,155,"(35.19953707666155, 31.78013492198963)",126325,5639,3,42,כניסה ראשית/הדסה עין כרם-ירושלים<->מסוף הר הצופים/מרטין בובר-ירושלים-2#,13042-2-#,3,,Bus,20.920000076293945,20.920000076293945,1.0,0.20923616923260321,13042,2,#
155,156,"(35.18223719514586, 31.763397224470292)",126326,5640,3,42א,כניסה ראשית/הדסה עין כרם-ירושלים<->קרית הממשלה/לורך-ירושלים-2א,13042-2-א,3,,Bus,11.399999618530273,11.399999618530273,1.0,0.11398771229805474,13042,2,א
156,157,"(35.181893977674804, 31.763368932160454)",126327,26937,3,42א,כניסה ראשית/הדסה עין כרם-ירושלים<->קרית הממשלה/לורך-ירושלים-2ז,13042-2-ז,3,,Bus,10.800000190734863,10.800000190734863,1.0,0.10797547160403546,13042,2,ז
157,158,"(35.243393534619635, 31.820387003345925)",126330,5661,3,47,מסוף אגד/פסגת זאב מזרח-ירושלים<->חיל האויר/לסקוב-ירושלים-1#,13047-1-#,3,,Bus,6.0,6.0,1.0,0.0600294722214723,13047,1,#
158,159,"(35.24346306958631, 31.82030083717266)",126331,5663,3,47,חיל האויר/לסקוב-ירושלים<->מסוף אגד/פסגת זאב מזרח-ירושלים-2#,13047-2-#,3,,Bus,6.800000190734863,6.800000190734863,1.0,0.06799952836523801,13047,2,#
159,160,"(35.19813956237469, 31.778492278429532)",126344,17367,3,68,ת. מרכזית ירושלים/יפו-ירושלים<->קמפוס ספרא/מסוף כפר ההייטק-ירושלים-1ז,13068-1-ז,3,,Bus,3.509999990463257,3.509999990463257,1.0,0.03510744907720289,13068,1,ז
160,161,"(35.20371835231588, 31.767176614252634)",126361,10179,3,14,תחנה תפעולית/ביטוח לאומי-ירושלים<->קניון מלחה/א''ס מכבי-ירושלים-1#,15014-1-#,3,,Bus,13.670000076293945,13.670000076293945,1.0,0.1366931420022316,15014,1,#
161,162,"(35.204140433167886, 31.76753163470567)",126362,10180,3,14,קניון מלחה/א''ס מכבי-ירושלים<->בנייני האומה/שז''ר-ירושלים-2#,15014-2-#,3,,Bus,11.979999542236328,11.979999542236328,1.0,0.11982790535695037,15014,2,#
162,163,"(35.2018353925609, 31.77322297736715)",126363,10801,3,19א,כניסה ראשית/הדסה עין כרם-ירושלים<->מסוף הר הצופים/מרטין בובר-ירושלים-1#,15019-1-#,3,,Bus,15.510000228881836,15.510000228881836,1.0,0.1550667612051677,15019,1,#
163,164,"(35.20239990706456, 31.773493974445156)",126364,10802,3,19,כניסה ראשית/הדסה עין כרם-ירושלים<->מסוף הר הצופים/מרטין בובר-ירושלים-1א,15019-1-א,3,,Bus,16.420000076293945,16.420000076293945,1.0,0.1641696223750453,15019,1,א
164,165,"(35.20165521904546, 31.7737557754023)",126365,10804,3,19,מסוף הר הצופים/בנימין מזר-ירושלים<->כניסה ראשית/הדסה עין כרם-ירושלים-2#,15019-2-#,3,,Bus,16.030000686645508,16.030000686645508,1.0,0.16030085739402888,15019,2,#
165,166,"(35.17097311822493, 31.759786675920783)",126367,10807,3,19,צומת פת/גולומב-ירושלים<->כניסה ראשית/הדסה עין כרם-ירושלים-2ד,15019-2-ד,3,,Bus,6.139999866485596,6.139999866485596,1.0,0.06142798916038163,15019,2,ד
